interacting_pair,partner_a,partner_b,gene_a,gene_b,directionality,classification,interacting_cells,significant_mean
ULBP1_NKG2D_II_receptor,simple:Q9BZM6,complex:NKG2D_II_receptor,ULBP1,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,Monocyte classical|NK cell,0.633
HLA-E_KLRC1,simple:P13747,simple:P26715,HLA-E,KLRC1,Ligand-Receptor,Signaling by HLA,Monocyte classical|NK cell,0.576
CXCL8_CXCR2,simple:P10145,simple:P25025,CXCL8,CXCR2,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|NK cell,0.594
CXCL8_CXCR1,simple:P10145,simple:P25024,CXCL8,CXCR1,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|NK cell,0.584
CXCL8_ACKR1,simple:P10145,simple:Q16570,CXCL8,ACKR1,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|NK cell,0.562
CXCL5_CXCR2,simple:P42830,simple:P25025,CXCL5,CXCR2,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|NK cell,0.548
HLA-E_CD94:NKG2E,simple:P13747,complex:CD94:NKG2E,HLA-E,,Ligand-Receptor,Signaling by HLA,Monocyte classical|NK cell,0.578
HLA-E_CD94:NKG2A,simple:P13747,complex:CD94:NKG2A,HLA-E,,Ligand-Receptor,Signaling by HLA,Monocyte classical|NK cell,0.576
NRG1_integrin_a6b4_complex,simple:Q02297,complex:integrin_a6b4_complex,NRG1,,Ligand-Receptor,Signaling by Neuregulin,Monocyte classical|NK cell,0.596
HLA-E_KLRK1,simple:P13747,simple:P26718,HLA-E,KLRK1,Ligand-Receptor,Signaling by HLA,Monocyte classical|NK cell,0.56
HLA-E_KLRC2,simple:P13747,simple:P26717,HLA-E,KLRC2,Ligand-Receptor,Signaling by HLA,Monocyte classical|NK cell,0.574
RAET1L_NKG2D_II_receptor,simple:Q5VY80,complex:NKG2D_II_receptor,RAET1L,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,Monocyte classical|NK cell,0.668
HLA-E_CD94:NKG2C,simple:P13747,complex:CD94:NKG2C,HLA-E,,Ligand-Receptor,Signaling by HLA,Monocyte classical|NK cell,0.574
CXCL3_CXCR2,simple:P19876,simple:P25025,CXCL3,CXCR2,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|NK cell,0.622
TGFB1_TGFBR3,simple:P01137,simple:Q03167,TGFB1,TGFBR3,Ligand-Receptor,Signaling by Transforming growth factor,Monocyte classical|NK cell,0.63
CXCL2_CXCR2,simple:P19875,simple:P25025,CXCL2,CXCR2,Ligand-Receptor,Signaling by Chemokines,Monocyte classical|NK cell,0.623
TGM2_ADGRG1,simple:P21980,simple:Q9Y653,TGM2,ADGRG1,Ligand-Receptor,,Monocyte classical|NK cell,0.611
TNF_TNFRSF1B,simple:P01375,simple:P20333,TNF,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,Monocyte classical|NK cell,0.582
HBEGF_ERBB2,simple:Q99075,simple:P04626,HBEGF,ERBB2,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte classical|NK cell,0.608
EREG_ERBB4,simple:O14944,simple:Q15303,EREG,ERBB4,Ligand-Receptor,Signaling by Epidermal growth factor,Monocyte classical|NK cell,0.601
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|B cell,0.594
CCL21_CCR7,simple:O00585,simple:P32248,CCL21,CCR7,Ligand-Receptor,Signaling by Chemokines,NK cell|B cell,0.57
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,NK cell|B cell,0.667
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|B cell,0.579
CXCL13_CXCR5,simple:O43927,simple:P32302,CXCL13,CXCR5,Ligand-Receptor,Signaling by Chemokines,NK cell|B cell,0.578
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|B cell,0.59
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Club_AT2/1_high,0.599
CCL5_CCR1,simple:P13501,simple:P32246,CCL5,CCR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Club_AT2/1_high,0.578
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,NK cell|Club_AT2/1_high,0.558
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,NK cell|Club_AT2/1_high,0.563
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Club_AT2/1_high,0.585
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Club_AT2/1_high,0.595
CCL19_CCR7,simple:Q99731,simple:P32248,CCL19,CCR7,Ligand-Receptor,Signaling by Chemokines,NK cell|DC mature,0.655
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|DC mature,0.6
CCL21_CCR7,simple:O00585,simple:P32248,CCL21,CCR7,Ligand-Receptor,Signaling by Chemokines,NK cell|DC mature,0.657
CCL20_CCR6,simple:P78556,simple:P51684,CCL20,CCR6,Ligand-Receptor,Signaling by Chemokines,NK cell|DC mature,0.596
IL4_IL4_receptor,simple:P05112,complex:IL4_receptor,IL4,,Ligand-Receptor,Signaling by Interleukin,NK cell|DC mature,0.553
CD226_NECTIN2,simple:Q15762,simple:Q92692,CD226,NECTIN2,Adhesion-Adhesion,,NK cell|DC mature,0.713
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|DC mature,0.583
TNFSF9_TNFRSF9,simple:P41273,simple:Q07011,TNFSF9,TNFRSF9,Ligand-Receptor,Signaling by Tumor necrosis factor,NK cell|DC mature,0.653
TSLP_TSLPR,simple:Q969D9,complex:TSLPR,TSLP,,Ligand-Receptor,,NK cell|DC mature,0.6
CRLF2_TSLPR,simple:Q9HC73,complex:TSLPR,CRLF2,,Receptor-Receptor,,NK cell|DC mature,0.61
CD40LG_CD40,simple:P29965,simple:P25942,CD40LG,CD40,Ligand-Receptor,,NK cell|DC mature,0.63
TNFSF10_TNFRSF11B,simple:P50591,simple:O00300,TNFSF10,TNFRSF11B,Ligand-Receptor,Signaling by Tumor necrosis factor,NK cell|DC mature,0.611
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|DC mature,0.596
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Endothelial cell lymphatic,0.594
CTSG_F2RL3,simple:P08311,simple:Q96RI0,CTSG,F2RL3,Ligand-Receptor,Signaling by Cathepsin,NK cell|Endothelial cell lymphatic,0.678
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,NK cell|Endothelial cell lymphatic,0.728
EDN3_EDNRB,simple:P14138,simple:P24530,EDN3,EDNRB,Ligand-Receptor,Signaling by Endothelin,NK cell|Endothelial cell lymphatic,0.701
FGFR4_TGFBR3,simple:P22455,simple:Q03167,FGFR4,TGFBR3,Receptor-Receptor,,NK cell|Endothelial cell lymphatic,0.626
CDH5_CDH5,simple:P33151,simple:P33151,CDH5,CDH5,Adhesion-Adhesion,Adhesion by Cadherin,NK cell|Endothelial cell lymphatic,0.658
SEMA3C_NRP2,simple:Q99985,simple:O60462,SEMA3C,NRP2,Ligand-Receptor,Signaling by Semaphorin,NK cell|Endothelial cell lymphatic,0.644
WNT5B_SFRP1,simple:Q9H1J7,simple:Q8N474,WNT5B,SFRP1,Ligand-Ligand,Signaling by WNT inhibition,NK cell|Endothelial cell lymphatic,0.663
VEGFA_NRP2,simple:P15692,simple:O60462,VEGFA,NRP2,Ligand-Receptor,Signaling by Vascular endothelial growth factor,NK cell|Endothelial cell lymphatic,0.643
CD226_NECTIN2,simple:Q15762,simple:Q92692,CD226,NECTIN2,Adhesion-Adhesion,,NK cell|Endothelial cell lymphatic,0.694
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Endothelial cell lymphatic,0.574
TGFB1_TGFBR3,simple:P01137,simple:Q03167,TGFB1,TGFBR3,Ligand-Receptor,Signaling by Transforming growth factor,NK cell|Endothelial cell lymphatic,0.7
EDN2_EDNRB,simple:P20800,simple:P24530,EDN2,EDNRB,Ligand-Receptor,Signaling by Endothelin,NK cell|Endothelial cell lymphatic,0.651
GJC1_GJA1,simple:P36383,simple:P17302,GJC1,GJA1,Gap-Gap,Adhesion by GAP junction,NK cell|Endothelial cell lymphatic,0.662
CEACAM5_CEACAM1,simple:P06731,simple:P13688,CEACAM5,CEACAM1,Adhesion-Adhesion,Adhesion by CEAM,NK cell|Endothelial cell lymphatic,0.662
EDN1_EDNRB,simple:P05305,simple:P24530,EDN1,EDNRB,Ligand-Receptor,Signaling by Endothelin,NK cell|Endothelial cell lymphatic,0.646
VEGFA_KDR,simple:P15692,simple:P35968,VEGFA,KDR,Ligand-Receptor,Signaling by Vascular endothelial growth factor,NK cell|Endothelial cell lymphatic,0.648
CD177_PECAM1,simple:Q8N6Q3,simple:P16284,CD177,PECAM1,Ligand-Receptor,,NK cell|Endothelial cell lymphatic,0.614
WNT2_SFRP1,simple:P09544,simple:Q8N474,WNT2,SFRP1,Ligand-Ligand,Signaling by WNT inhibition,NK cell|Endothelial cell lymphatic,0.677
WNT5A_SFRP1,simple:P41221,simple:Q8N474,WNT5A,SFRP1,Ligand-Ligand,Signaling by WNT inhibition,NK cell|Endothelial cell lymphatic,0.66
SerotoninDopamin_byDDC_HTR3C,complex:SerotoninDopamin_byDDC,simple:Q8WXA8,,HTR3C,Ligand-Receptor,Signaling by Serotonin/Dopamine,NK cell|Endothelial cell lymphatic,0.677
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Endothelial cell lymphatic,0.59
THBS1_CD36,simple:P07996,simple:P16671,THBS1,CD36,Ligand-Receptor,Signaling by Thrombospondin precursor,NK cell|Endothelial cell lymphatic,0.625
THBS2_CD36,simple:P35442,simple:P16671,THBS2,CD36,Ligand-Receptor,Signaling by Thrombospondin precursor,NK cell|Endothelial cell lymphatic,0.64
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Endothelial cell venous,0.594
APLN_APLNR,simple:Q9ULZ1,simple:P35414,APLN,APLNR,Ligand-Receptor,Signaling by Apelin,NK cell|Endothelial cell venous,0.633
ESAM_ESAM,simple:Q96AP7,simple:Q96AP7,ESAM,ESAM,Adhesion-Adhesion,,NK cell|Endothelial cell venous,0.621
CTSG_F2RL3,simple:P08311,simple:Q96RI0,CTSG,F2RL3,Ligand-Receptor,Signaling by Cathepsin,NK cell|Endothelial cell venous,0.632
CD24_SELP,simple:P25063,simple:P16109,CD24,SELP,Ligand-Receptor,,NK cell|Endothelial cell venous,0.626
ADCYAP1_VIPR1,simple:P18509,simple:P32241,ADCYAP1,VIPR1,Ligand-Receptor,Signaling by Pituitary adenylate,NK cell|Endothelial cell venous,0.584
TENM1_ADGRL2,simple:Q9UKZ4,simple:O95490,TENM1,ADGRL2,Ligand-Receptor,Signaling by Teneurin,NK cell|Endothelial cell venous,0.666
CXCL8_ACKR1,simple:P10145,simple:Q16570,CXCL8,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Endothelial cell venous,0.624
EDN3_EDNRB,simple:P14138,simple:P24530,EDN3,EDNRB,Ligand-Receptor,Signaling by Endothelin,NK cell|Endothelial cell venous,0.64
NRG1_integrin_a6b4_complex,simple:Q02297,complex:integrin_a6b4_complex,NRG1,,Ligand-Receptor,Signaling by Neuregulin,NK cell|Endothelial cell venous,0.624
FGFR4_TGFBR3,simple:P22455,simple:Q03167,FGFR4,TGFBR3,Receptor-Receptor,,NK cell|Endothelial cell venous,0.61
APELA_APLNR,simple:P0DMC3,simple:P35414,APELA,APLNR,Ligand-Receptor,Signaling by Apelin,NK cell|Endothelial cell venous,0.636
CD44_SELE,simple:P16070,simple:P16581,CD44,SELE,Ligand-Receptor,,NK cell|Endothelial cell venous,0.599
CD226_NECTIN2,simple:Q15762,simple:Q92692,CD226,NECTIN2,Adhesion-Adhesion,,NK cell|Endothelial cell venous,0.697
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Endothelial cell venous,0.731
CXCL1_ACKR1,simple:P09341,simple:Q16570,CXCL1,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Endothelial cell venous,0.628
TGFB1_TGFBR3,simple:P01137,simple:Q03167,TGFB1,TGFBR3,Ligand-Receptor,Signaling by Transforming growth factor,NK cell|Endothelial cell venous,0.684
LEP_LEPR,simple:P41159,simple:P48357,LEP,LEPR,Ligand-Receptor,,NK cell|Endothelial cell venous,0.619
TENM2_FLRT3_complex_ADGRL2,complex:TENM2_FLRT3_complex,simple:O95490,,ADGRL2,Ligand-Receptor,Signaling by Fibronectin,NK cell|Endothelial cell venous,0.62
ANGPT4_TEK,simple:Q9Y264,simple:Q02763,ANGPT4,TEK,Ligand-Receptor,Signaling by Angiopoietin,NK cell|Endothelial cell venous,0.632
DLL4_NOTCH4,simple:Q9NR61,simple:Q99466,DLL4,NOTCH4,Ligand-Receptor,Signaling by Notch,NK cell|Endothelial cell venous,0.625
CD177_PECAM1,simple:Q8N6Q3,simple:P16284,CD177,PECAM1,Ligand-Receptor,,NK cell|Endothelial cell venous,0.623
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Endothelial cell venous,0.59
CEACAM1_SELE,simple:P13688,simple:P16581,CEACAM1,SELE,Adhesion-Adhesion,Adhesion by CEAM,NK cell|Endothelial cell venous,0.627
VEGFA_FLT1,simple:P15692,simple:P17948,VEGFA,FLT1,Ligand-Receptor,Signaling by Vascular endothelial growth factor,NK cell|Endothelial cell venous,0.61
VEGFA_FLT1_complex,simple:P15692,complex:FLT1_complex,VEGFA,,Ligand-Receptor,Signaling by Vascular endothelial growth factor,NK cell|Endothelial cell venous,0.609
CDH7_CDH7,simple:Q9ULB5,simple:Q9ULB5,CDH7,CDH7,Adhesion-Adhesion,Adhesion by Cadherin,NK cell|Endothelial cell venous,0.627
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Macrophage alveolar,0.594
DHEAsulfate_bySULT1E1_PPARG,complex:DHEAsulfate_bySULT1E1,simple:P37231,,PPARG,Ligand-Receptor,Signaling by Dehydroepiandrosterone,NK cell|Macrophage alveolar,0.578
CCL5_CCR1,simple:P13501,simple:P32246,CCL5,CCR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Macrophage alveolar,0.661
CCL3_CCR1,simple:P10147,simple:P32246,CCL3,CCR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Macrophage alveolar,0.653
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,NK cell|Macrophage alveolar,0.67
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,NK cell|Macrophage alveolar,0.572
CD99_PILRA,simple:P14209,simple:Q9UKJ1,CD99,PILRA,Ligand-Receptor,,NK cell|Macrophage alveolar,0.634
ANXA1_FPR3,simple:P04083,simple:P25089,ANXA1,FPR3,Ligand-Receptor,Signaling by Annexin,NK cell|Macrophage alveolar,0.591
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Macrophage alveolar,0.59
CEACAM1_CEACAM8,simple:P13688,simple:P31997,CEACAM1,CEACAM8,Adhesion-Adhesion,Adhesion by CEAM,NK cell|Macrophage alveolar,0.584
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Monocyte classical,0.595
CCL5_CCR1,simple:P13501,simple:P32246,CCL5,CCR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Monocyte classical,0.669
CCL3_CCR1,simple:P10147,simple:P32246,CCL3,CCR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Monocyte classical,0.66
LTA_TNFRSF1B,simple:P01374,simple:P20333,LTA,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,NK cell|Monocyte classical,0.566
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,NK cell|Monocyte classical,0.607
LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,FPR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,NK cell|Monocyte classical,0.544
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Monocyte classical,0.577
LeukotrieneC4_byLTC4S_CYSLTR2,complex:LeukotrieneC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,NK cell|Monocyte classical,0.549
HLA-G_LILRB2,simple:P17693,simple:Q8N423,HLA-G,LILRB2,Ligand-Receptor,Signaling by HLA,NK cell|Monocyte classical,0.57
CD99_PILRA,simple:P14209,simple:Q9UKJ1,CD99,PILRA,Ligand-Receptor,,NK cell|Monocyte classical,0.638
ANXA1_FPR1,simple:P04083,simple:P21462,ANXA1,FPR1,Ligand-Receptor,Signaling by Annexin,NK cell|Monocyte classical,0.622
ANXA1_FPR2,simple:P04083,simple:P25090,ANXA1,FPR2,Ligand-Receptor,Signaling by Annexin,NK cell|Monocyte classical,0.601
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Monocyte classical,0.591
FCER2_integrin_aXb2_complex,simple:P06734,complex:integrin_aXb2_complex,FCER2,,Receptor-Receptor,Signaling by FC receptor,NK cell|Monocyte classical,0.561
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|NK cell,0.594
CCL5_CCR1,simple:P13501,simple:P32246,CCL5,CCR1,Ligand-Receptor,Signaling by Chemokines,NK cell|NK cell,0.564
HLA-E_KLRC1,simple:P13747,simple:P26715,HLA-E,KLRC1,Ligand-Receptor,Signaling by HLA,NK cell|NK cell,0.667
ULBP2_NKG2D_II_receptor,simple:Q9BZM5,complex:NKG2D_II_receptor,ULBP2,,Ligand-Receptor,Signaling by Killer Cell Lectin Like Receptor K1,NK cell|NK cell,0.604
HLA-C_KIR2DL3,simple:HLAC,simple:P43628,HLA-C,KIR2DL3,Ligand-Receptor,Signaling by HLA,NK cell|NK cell,0.672
HLA-E_CD94:NKG2E,simple:P13747,complex:CD94:NKG2E,HLA-E,,Ligand-Receptor,Signaling by HLA,NK cell|NK cell,0.668
HLA-E_CD94:NKG2A,simple:P13747,complex:CD94:NKG2A,HLA-E,,Ligand-Receptor,Signaling by HLA,NK cell|NK cell,0.667
HLA-E_KLRK1,simple:P13747,simple:P26718,HLA-E,KLRK1,Ligand-Receptor,Signaling by HLA,NK cell|NK cell,0.65
HLA-E_KLRC2,simple:P13747,simple:P26717,HLA-E,KLRC2,Ligand-Receptor,Signaling by HLA,NK cell|NK cell,0.665
FGFR4_TGFBR3,simple:P22455,simple:Q03167,FGFR4,TGFBR3,Receptor-Receptor,,NK cell|NK cell,0.583
HLA-E_CD94:NKG2C,simple:P13747,complex:CD94:NKG2C,HLA-E,,Ligand-Receptor,Signaling by HLA,NK cell|NK cell,0.665
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|NK cell,0.577
TGFB1_TGFBR3,simple:P01137,simple:Q03167,TGFB1,TGFBR3,Ligand-Receptor,Signaling by Transforming growth factor,NK cell|NK cell,0.657
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|NK cell,0.59
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|T cell CD4 dividing,0.594
CCL5_CCR1,simple:P13501,simple:P32246,CCL5,CCR1,Ligand-Receptor,Signaling by Chemokines,NK cell|T cell CD4 dividing,0.563
LTA_TNFRSF1B,simple:P01374,simple:P20333,LTA,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,NK cell|T cell CD4 dividing,0.58
CCL20_CCR6,simple:P78556,simple:P51684,CCL20,CCR6,Ligand-Receptor,Signaling by Chemokines,NK cell|T cell CD4 dividing,0.594
TNFSF18_TNFRSF18,simple:Q9UNG2,simple:Q9Y5U5,TNFSF18,TNFRSF18,Ligand-Receptor,Signaling by Tumor necrosis factor,NK cell|T cell CD4 dividing,0.624
IL4_IL4_receptor,simple:P05112,complex:IL4_receptor,IL4,,Ligand-Receptor,Signaling by Interleukin,NK cell|T cell CD4 dividing,0.549
TNFSF9_TNFRSF9,simple:P41273,simple:Q07011,TNFSF9,TNFRSF9,Ligand-Receptor,Signaling by Tumor necrosis factor,NK cell|T cell CD4 dividing,0.639
IL21_IL21_receptor,simple:Q9HBE4,complex:IL21_receptor,IL21,,Ligand-Receptor,Signaling by Interleukin,NK cell|T cell CD4 dividing,0.582
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|T cell CD4 dividing,0.59
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Tumor ASP2,0.606
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,NK cell|Tumor ASP2,0.564
HLA-C_KIR2DL3,simple:HLAC,simple:P43628,HLA-C,KIR2DL3,Ligand-Receptor,Signaling by HLA,NK cell|Tumor ASP2,0.567
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,NK cell|Tumor ASP2,0.564
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Tumor ASP2,0.59
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Tumor ASP2,0.602
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Tumor AT2-like,0.581
EDN3_EDNRA,simple:P14138,simple:P25101,EDN3,EDNRA,Ligand-Receptor,Signaling by Endothelin,NK cell|Tumor AT2-like,0.527
CEACAM5_CEACAM6,simple:P06731,simple:P40199,CEACAM5,CEACAM6,Adhesion-Adhesion,Adhesion by CEAM,NK cell|Tumor AT2-like,0.587
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Tumor EMT,0.597
CCL5_CCR1,simple:P13501,simple:P32246,CCL5,CCR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Tumor EMT,0.605
CCL3_CCR1,simple:P10147,simple:P32246,CCL3,CCR1,Ligand-Receptor,Signaling by Chemokines,NK cell|Tumor EMT,0.597
PDGFD_PDGFRB,simple:Q9GZP0,simple:P09619,PDGFD,PDGFRB,Ligand-Receptor,Signaling by Platelet-derived growth factor,NK cell|Tumor EMT,0.682
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|Tumor EMT,0.593
SHH_PTCH_GAS1_transmembrane_receptor,simple:Q15465,complex:PTCH_GAS1_transmembrane_receptor,SHH,,Ligand-Receptor,Signaling by Sonic hedgehog,NK cell|Tumor EMT,0.511
PDGFD_PDGFR_complex,simple:Q9GZP0,complex:PDGFR_complex,PDGFD,,Ligand-Receptor,Signaling by Platelet-derived growth factor,NK cell|Tumor EMT,0.682
EDN3_EDNRA,simple:P14138,simple:P25101,EDN3,EDNRA,Ligand-Receptor,Signaling by Endothelin,NK cell|Tumor EMT,0.601
Adrenaline_byPNMT_and_SLC18A2_ADRA2A,complex:Adrenaline_byPNMT_and_SLC18A2,simple:P08913,,ADRA2A,Ligand-Receptor,Signaling by Adrenaline,NK cell|Tumor EMT,0.524
XCL2_XCR1,simple:Q9UBD3,simple:P46094,XCL2,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|cDC2,0.595
CCL5_CCR1,simple:P13501,simple:P32246,CCL5,CCR1,Ligand-Receptor,Signaling by Chemokines,NK cell|cDC2,0.605
CCL3_CCR1,simple:P10147,simple:P32246,CCL3,CCR1,Ligand-Receptor,Signaling by Chemokines,NK cell|cDC2,0.596
PTPRC_MRC1,simple:P08575,simple:P22897,PTPRC,MRC1,Receptor-Receptor,,NK cell|cDC2,0.628
PTPRC_CD22,simple:P08575,simple:P20273,PTPRC,CD22,Receptor-Receptor,,NK cell|cDC2,0.561
LAIR1_LILRB4,simple:Q6GTX8,simple:Q8NHJ6,LAIR1,LILRB4,Receptor-Receptor,,NK cell|cDC2,0.591
CD226_NECTIN2,simple:Q15762,simple:Q92692,CD226,NECTIN2,Adhesion-Adhesion,,NK cell|cDC2,0.664
CCL5_ACKR1,simple:P13501,simple:Q16570,CCL5,ACKR1,Ligand-Receptor,Signaling by Chemokines,NK cell|cDC2,0.578
LeukotrieneC4_byLTC4S_CYSLTR2,complex:LeukotrieneC4_byLTC4S,simple:Q9NS75,,CYSLTR2,Ligand-Receptor,Signaling by Lipoxin/Leukotriene,NK cell|cDC2,0.559
CD99_PILRA,simple:P14209,simple:Q9UKJ1,CD99,PILRA,Ligand-Receptor,,NK cell|cDC2,0.622
CD52_SIGLEC10,simple:P31358,simple:Q96LC7,CD52,SIGLEC10,Ligand-Receptor,,NK cell|cDC2,0.58
ANXA1_FPR1,simple:P04083,simple:P21462,ANXA1,FPR1,Ligand-Receptor,Signaling by Annexin,NK cell|cDC2,0.612
ANXA1_FPR3,simple:P04083,simple:P25089,ANXA1,FPR3,Ligand-Receptor,Signaling by Annexin,NK cell|cDC2,0.623
XCL1_XCR1,simple:P47992,simple:P46094,XCL1,XCR1,Ligand-Receptor,Signaling by Lymphotactin,NK cell|cDC2,0.591
CTSG_FPR1,simple:P08311,simple:P21462,CTSG,FPR1,Ligand-Receptor,Signaling by Cathepsin,NK cell|cDC2,0.582
FCER2_integrin_aXb2_complex,simple:P06734,complex:integrin_aXb2_complex,FCER2,,Receptor-Receptor,Signaling by FC receptor,NK cell|cDC2,0.571
LCK_CD8_receptor,simple:P06239,complex:CD8_receptor,LCK,,Receptor-Receptor,,T cell CD4 dividing|NK cell,0.6
CALCB_RAMP1_complex,simple:P10092,complex:RAMP1_complex,CALCB,,Ligand-Receptor,Signaling by Calcitonin,T cell CD4 dividing|NK cell,0.622
LTA_TNFRSF1B,simple:P01374,simple:P20333,LTA,TNFRSF1B,Ligand-Receptor,Signaling by Tumor necrosis factor,T cell CD4 dividing|NK cell,0.683
